Account_Number,City,State_Province,Country,Zip_PostalCode,Sex,Birth_Year,Marital_Status,Employment_Status,Is_condition_due_to_an_accident,Reminder_Preference,Subscribed_Reminders,Subscribed_Recalls,Subscribed_Email_Campaigns,Subscribed_Birthday_Campaigns,Subscribed_Availability_Campaigns,Subscribe_Referral_Campaigns,Subscribe_Client_Satisfaction,Number_of_Appointments
3890,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4733,LAKEWOOD,WA,US,98498,F,1959,S,E,[u'Yes'],text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,2
813,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4503,BREMERTON,WA,US,98337,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1464,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4714,LAKEWOOD,WA,US,98498,F,1991,M,,[u'No'],text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,1
1011,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1909,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2545,TACOMA,WA,US,98406,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
458,TACOMA,WA,US,98465,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
195,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1267,TACOMA,WA,US,98403,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1079,TACOMA,WA,US,98464,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3258,TACOMA,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
87,TACOMA,WA,US,98404,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1698,UNIVERSITY PLACE,WA,US,98467,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
367,PUYALLUP,WA,US,98373,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2631,UNIVERSITY PLACE,WA,US,98467,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
122,LAKEWOOD,WA,US,98499,F,1969,M,,[u'No'],text,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,8
3545,UNIVERSITY PLACE,WA,US,98467,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1406,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3240,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1520,MILTON,WA,US,98354,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4417,TACOMA,WA,US,98402,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1054,GIG HARBOR,WA,US,98335,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
442,TACOMA,WA,US,98444,,1900,,,,,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,0
1274,TACOMA,WA,US,98444,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1381,UNIVERSITY PLACE,WA,US,98467,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
356,TACOMA,WA,US,98404,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2714,TACOMA,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3408,TACOMA,WA,US,98409,F,1976,M,E,[u'No'],email,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,1
1813,TACOMA,WA,US,98405,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
492,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1078,UNIVERSITY PLACE,WA,US,98467,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4494,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2019,TACOMA,WA,US,98409,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2911,TACOMA,WA,US,98409,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1256,UNIVERSITY PLACE,WA,US,98467,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1419,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1135,GIG HARBOR,WA,US,98335,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2642,GIG HARBOR,WA,US,98335,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3124,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
677,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3612,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2902,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1985,GIG HARBOR,WA,US,98335,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3570,TACOMA,WA,US,98422,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1607,TACOMA,WA,US,98422,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1782,TACOMA,WA,US,98422,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4294,TACOMA,WA,US,98422,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
139,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
475,TACOMA,WA,US,98406,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
935,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
936,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1115,FOX ISLAND,WA,US,98333,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1726,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3186,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3263,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4008,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
23,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1757,EATONVILLE,WA,US,98328,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3620,TACOMA,WA,US,98403,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2155,UNIVERSITY PLACE,WA,US,98467,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2609,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4854,FEDERAL WAY,WA,US,98023,M,2000,S,E,[u'No'],text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,1
1073,STEILACOOM,WA,US,98388,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4311,BONNEY LAKE,WA,US,98391,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4893,SEATTLE ,WA,US,98467,F,1971,M,E,No,text,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,25
1927,GIG HARBOR,WA,US,98332,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
505,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3819,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3947,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1454,TACOMA,WA,US,98409,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
294,TACOMA,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2153,TACOMA,WA,US,98466,F,1954,M,S,No,email,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,3
4727,UNIVERSITY PLACE,WA,US,98466,M,1952,M,E,[u'No'],email,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,1
1651,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3489,TACOMA,WA,US,98405,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3752,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4825,TACOMA,WA,US,98409,F,1962,M,,,text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,2
4828,UNIVERSITY PLACE,WA,US,98467,M,1987,M,E,,email,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,1
1498,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4013,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2784,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3703,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3373,LAKEWOOD,WA,US,98499,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
606,FIRCREST,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3538,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4719,LAKEWOOD,WA,US,98498,F,1967,M,E,[u'No'],text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,1
2326,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
175,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2058,FIRCREST,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
818,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4833,STEILACOOM,WA,US,98388,F,1996,,,[u'No'],text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,3
3504,TACOMA,WA,US,98405,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
127,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3945,AUBURN,WA,US,98002,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2627,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
849,FEDERAL WAY,WA,US,98003,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2135,GIG HARBOR,WA,US,98332,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1128,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1533,UNIVERSITY PLACE,WA,US,98467,F,1985,D,E,No,,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,4
374,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2061,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1152,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
33,TACOMA,WA,US,98404,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4418,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
420,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2369,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3998,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1686,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
731,TACOMA,WA,US,98408,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1055,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4333,LAKEWOOD,WA,US,98499,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4918,GIG HARBOR,WA,US,98335,F,1992,D,E,No,text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,21
415,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3627,PUYALLUP,WA,US,98371,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1392,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4474,TACOMA,WA,US,98402,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1739,FIRCREST,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4501,GIG HARBOR,WA,US,98335,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
360,TACOMA,WA,US,98408,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
870,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1465,TACOMA,WA,US,98405,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1767,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2202,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2234,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2471,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3203,TACOMA,WA,US,98405,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2005,VASHON,WA,US,98070,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
698,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3227,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
251,TACOMA,WA,US,98408,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4619,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
311,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1765,BUCKLEY,WA,US,98321,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3677,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3696,TACOMA,WA,US,98405,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2742,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
20,MILTON,WA,US,98354,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
673,TACOMA,WA,US,98406,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
711,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
